Team,Rating,Games,FirstLeague,FirstTier,FirstMatchDate,EntryRating,IsSeed,Pass,EntryMode,BaseK,NewK,NewGames,SeedModel,RetroGamesN
Angoulême CFC,2410,40,Division 1,1,1971-08-11,2425.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Vorskla,2410,752,Ukrainian Premier League,1,1996-07-20,2395.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Red Star,2410,92,Ligue 2,2,2018-07-27,2302.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Kickers Offenbach,2410,241,Bundesliga,1,1968-08-17,2451.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Arouca,2410,302,Primeira Liga,1,2013-08-18,2334,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Logroñés,2409,402,La Liga,1,1987-08-29,2578.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Südtirol,2409,151,Serie B,2,2022-08-14,2415,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Annecy,2408,128,Ligue 2,2,2022-07-30,2352,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Jablonec,2407,865,Czech First League,1,1994-08-07,2281.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rot-Weiß Oberhausen,2407,137,Bundesliga,1,1969-08-16,2446.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Groningen,2407,1752,Eredivisie,1,1957-08-25,2426.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Arenas Getxo,2407,131,La Liga,1,1929-02-10,2558.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Foggia,2407,368,Serie A,1,1964-09-13,2489.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sochaux,2406,1729,Division 1,1,1947-08-24,2501.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Darwen,2406,56,First Division,1,1891-09-05,2437.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Standard Liège,2404,2998,Belgian Pro League,1,1909-09-26,2282,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Gil Vicente,2403,822,Primeira Liga,1,1990-08-19,2361.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Avignon Foot 84,2403,38,Division 1,1,1975-08-08,2422.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Nürnberg,2403,1347,Bundesliga,1,1963-08-24,2529.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Reggina,2401,446,Serie A,1,1999-08-29,2471.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Spezia,2400,319,Serie B,2,2018-08-25,2336.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Grenoble,2399,354,Ligue 1,1,2008-08-09,2422.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Blau Weiss 90 Berlin,2399,34,Bundesliga,1,1986-08-09,2429.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rodez,2398,235,Ligue 2,2,2019-07-26,2331.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Wolfsberger,2398,487,Austrian Bundesliga,1,2012-08-04,2335.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Laval,2398,128,Ligue 2,2,2022-07-30,2400.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Charlton Athletic,2398,1485,First Division,1,1936-08-29,2673.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Watford,2397,857,First Division,1,1982-08-28,2611.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Brescia,2397,995,Serie A,1,1929-10-06,2472,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rizespor,2396,773,Süper Lig,1,1979-08-26,2337.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Preußen Münster,2396,80,Bundesliga,1,1963-08-24,2404,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Kasımpaşa,2395,689,Süper Lig,1,1959-08-30,2269.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bolton Wanderers,2395,3220,First Division,1,1888-09-08,2540.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ibiza,2394,85,Segunda División,2,2021-08-13,2408.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Salernitana,2394,352,Serie A,1,1947-09-21,2456.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Santa Clara,2394,340,Primeira Liga,1,1999-08-21,2383.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Polissya Zhytomyr,2393,60,Ukrainian Premier League,1,2023-07-28,2366.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Legnano,2393,106,Serie A,1,1930-09-28,2350.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sion,2393,1407,Swiss Super League,1,1962-08-26,2310.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cesena,2393,513,Serie A,1,1973-10-07,2503.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Westerlo,2393,705,Belgian Pro League,1,1997-08-09,2376,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Arles-Avignon,2393,38,Ligue 1,1,2010-08-07,2420.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Luzern,2393,1625,Swiss Super League,1,1924-09-23,2324.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Vse St Poelten,2392,166,Austrian Bundesliga,1,1988-07-22,2336.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bvv Den Bosch,2391,68,Eredivisie,1,1988-08-21,2396.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ascoli,2390,709,Serie A,1,1974-09-30,2469.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Trapani,2390,39,Serie B,2,2019-08-24,2353.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Stoke City,2389,2830,First Division,1,1888-09-08,2427,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lommel United,2389,102,Belgian Pro League,1,1992-08-07,2366.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Le Mans,2389,277,Ligue 1,1,2003-08-02,2523.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Amsterdam Old,2388,136,Eredivisie,1,1972-08-13,2434.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Varese,2388,222,Serie A,1,1964-09-13,2414,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Estoril,2388,932,Primeira Liga,1,1944-11-26,2460.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Kryvbas Kryvyi Rih,2388,60,Ukrainian Premier League,1,2023-08-06,2372.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Wycombe Wanderers,2387,376,League 1,3,2018-08-04,2196.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Real Zaragoza,2386,2292,La Liga,1,1939-12-03,2473.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Konyaspor,2386,771,Süper Lig,1,1988-08-28,2344.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Messina,2386,184,Serie A,1,1963-09-15,2466.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Boulogne,2385,58,Ligue 1,1,2009-08-08,2416.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Kayserispor,2385,862,Süper Lig,1,1973-09-09,2303.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Austria Salzburg,2385,296,Austrian Bundesliga,1,1953-08-23,2290.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Magdeburg,2385,157,2. Bundesliga,2,2018-08-05,2279.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Fortuna Sittard,2384,1234,Eredivisie,1,1957-08-25,2428.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Fuenlabrada,2384,129,Segunda División,2,2019-08-07,2475.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Amiens,2384,315,Ligue 1,1,2017-08-05,2474.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
PEC Zwolle,2384,778,Eredivisie,1,1978-08-27,2375,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Clermont,2383,267,Ligue 2,2,2018-07-27,2370.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lugo,2383,218,Segunda División,2,2018-08-18,2417.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ad Fafe,2382,38,Primeira Liga,1,1988-09-11,2375.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Carrarese,2382,70,Serie B,2,2024-08-18,2362,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Moreirense,2382,506,Primeira Liga,1,2002-08-25,2380,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ajaccio,2381,675,Division 1,1,1967-08-18,2533.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SV Schwechat,2381,156,Austrian Bundesliga,1,1960-08-21,2302.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Perugia,2381,587,Serie A,1,1975-10-05,2551.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Mantova,2379,303,Serie A,1,1961-08-27,2480.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Tebe Berlin,2378,68,Bundesliga,1,1974-08-24,2395.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SK Admira Vienna,2378,394,Austrian Bundesliga,1,1952-08-24,2355.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lincoln City,2378,373,League 2,4,2018-08-04,2177.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Excelsior Mouscron,2377,440,Belgian Pro League,1,1996-08-03,2375.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Benevento,2377,237,Serie A,1,2017-08-20,2421.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Superfund,2376,36,Austrian Bundesliga,1,2002-07-10,2355.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Desna Chernihiv,2376,108,Ukrainian Premier League,1,2018-07-25,2358.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
WSG Wattens,2376,30,Austrian Bundesliga,1,1970-08-15,2352.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cercle Brugge,2375,2066,Belgian Pro League,1,1900-10-21,2246.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Oxford United,2375,547,First Division,1,1985-08-17,2569.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Gazélec Ajaccio,2374,81,Ligue 1,1,2015-08-08,2456.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
OH Leuven,2374,266,Belgian Pro League,1,2011-07-29,2392.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Real Sociedad B,2373,53,Segunda División,2,2021-08-14,2356.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Vfb Leipzig,2373,34,Bundesliga,1,1993-08-07,2407.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Pistoiese,2373,30,Serie A,1,1980-09-14,2404.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Telstar,2373,434,Eredivisie,1,1964-08-23,2370.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SPAL,2373,785,Serie A,1,1951-09-09,2460.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sivasspor,2373,601,Süper Lig,1,2005-08-06,2373,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Malatyaspor,2372,384,Süper Lig,1,1984-08-26,2350.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Skoda Xanthi,2372,884,Super League Greece,1,1989-09-17,2228.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Antalyaspor,2371,943,Süper Lig,1,1982-08-29,2283.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sampdoria,2370,2376,Serie A,1,1946-09-22,2436,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Martigues,2370,149,Division 1,1,1993-07-24,2493.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Metalist Kharkov,2370,573,Ukrainian Premier League,1,1992-03-07,2312.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Vicenza,2367,1073,Serie A,1,1942-10-04,2459.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Borussia Neunkirchen,2366,98,Bundesliga,1,1964-08-22,2415.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Excelsior,2366,748,Eredivisie,1,1970-08-23,2313.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bari,2365,1141,Serie A,1,1931-09-20,2402.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Treviso,2365,38,Serie A,1,2005-08-28,2395.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bursaspor,2364,1644,Süper Lig,1,1967-09-10,2346.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Alverca,2364,204,Primeira Liga,1,1998-08-23,2366.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bastia,2364,1289,Division 1,1,1968-09-03,2509,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Quevilly-Rouen,2363,117,Ligue 2,2,2021-07-24,2311.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rio Ave,2363,1012,Primeira Liga,1,1979-08-26,2393.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Metalurh Donetsk,2361,354,Ukrainian Premier League,1,2003-07-12,2385.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Boluspor,2361,638,Süper Lig,1,1970-09-20,2309.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
MSV Duisburg,2361,987,Bundesliga,1,1963-08-24,2529,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Carpi,2361,84,Serie A,1,2015-08-23,2449.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ternana,2361,188,Serie A,1,1972-09-24,2443.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
La Louvière,2360,15,Belgian Pro League,1,2025-08-02,2339.9,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Etoile La Chaux-de-Fonds,2360,71,Swiss Super League,1,1924-09-30,2308.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Greuther Fürth,2360,291,Bundesliga,1,2012-08-25,2424.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Gimnàstic Tarragona,2360,42,Segunda División,2,2018-08-20,2354.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Dijon,2359,305,Ligue 1,1,2011-08-07,2486.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Neuchâtel Xamax,2359,1349,Swiss Super League,1,1924-09-23,2224.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ulm,2359,76,Bundesliga,1,1999-08-15,2405.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Alessandria,2359,456,Serie A,1,1929-10-06,2454.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Casa Pia,2358,150,Primeira Liga,1,1939-01-08,2330.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
CUF de Lisboa,2357,54,Primeira Liga,1,1940-12-29,2335.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Yeni Malatyaspor,2354,142,Süper Lig,1,2017-08-13,2413.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Mouscron,2354,225,Belgian Pro League,1,2014-07-27,2324.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Aixoise,2353,39,Division 1,1,1967-08-18,2382.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Eintracht Braunschweig,2353,862,Bundesliga,1,1963-08-24,2446.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Campomaiorense,2353,170,Primeira Liga,1,1995-08-20,2379.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Eyüpspor,2352,47,Süper Lig,1,2024-08-11,2331.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bury,2352,878,First Division,1,1895-09-05,2550.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Grazer AK,2352,1442,Austrian Bundesliga,1,1952-08-23,2337.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Chambly,2352,69,Ligue 2,2,2019-07-26,2316.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
WSV Donawitz,2351,58,Austrian Bundesliga,1,1959-08-30,2324.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bodrum,2351,35,Süper Lig,1,2024-08-12,2330.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Reggiana,2351,255,Serie A,1,1993-08-29,2486.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Racing Ferrol,2350,88,Segunda División,2,2023-08-12,2404,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Grödig,2350,108,Austrian Bundesliga,1,2013-08-03,2381,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Aydinspor,2350,90,Süper Lig,1,1990-08-26,2372.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Wuppertaler SV,2350,103,Bundesliga,1,1972-09-16,2527,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Tirsense,2350,256,Primeira Liga,1,1967-09-10,2346.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ried,2349,851,Austrian Bundesliga,1,1995-08-02,2377.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cittadella,2348,288,Serie B,2,2018-08-26,2385.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Barnsley,2348,449,Premier League,1,1997-08-09,2488,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Aarau,2348,961,Swiss Super League,1,1924-09-30,2328.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Pescara Calcio,2347,196,Serie A,1,1977-09-11,2400.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Vitesse,2347,1324,Eredivisie,1,1971-08-15,2374.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Casale,2347,136,Serie A,1,1930-09-28,2431.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Altach,2347,401,Austrian Bundesliga,1,2014-08-02,2380.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sportclub,2347,443,Austrian Bundesliga,1,1953-08-23,2430.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Vitória Setúbal,2346,2008,Primeira Liga,1,1935-01-20,2315.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Huddersfield Town,2346,1701,First Division,1,1920-08-28,2566.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Plymouth Argyle,2346,381,League 1,3,2018-08-04,2209.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rheindorf Altach,2346,108,Austrian Bundesliga,1,2006-07-19,2327.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Elazigspor,2345,136,Süper Lig,1,2002-08-11,2283.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Béziers,2345,38,Ligue 2,2,2018-07-27,2325.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Osmanlispor FK,2345,306,Süper Lig,1,2004-08-08,2366.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
